"migratieachtergrond","perioden","totaal"
"Palau";"2007";1
"Palau";"2008";1
"Palau";"2009";1
"Palau";"2010";1
"Palau";"2011";1
"Palau";"2012";1
"Palau";"2013";2
"Palau";"2014";2
"Palau";"2015";1
"Palau";"2016";1
"Palau";"2017";2
"Papoea-Nieuw-Guinea";"1997";98
"Papoea-Nieuw-Guinea";"1998";98
"Papoea-Nieuw-Guinea";"1999";109
"Papoea-Nieuw-Guinea";"2000";112
"Papoea-Nieuw-Guinea";"2001";118
"Papoea-Nieuw-Guinea";"2002";117
"Papoea-Nieuw-Guinea";"2003";129
"Papoea-Nieuw-Guinea";"2004";140
"Papoea-Nieuw-Guinea";"2005";154
"Papoea-Nieuw-Guinea";"2006";161
"Papoea-Nieuw-Guinea";"2007";163
"Papoea-Nieuw-Guinea";"2008";161
"Papoea-Nieuw-Guinea";"2009";168
"Papoea-Nieuw-Guinea";"2010";176
"Papoea-Nieuw-Guinea";"2011";176
"Papoea-Nieuw-Guinea";"2012";182
"Papoea-Nieuw-Guinea";"2013";180
"Papoea-Nieuw-Guinea";"2014";187
"Papoea-Nieuw-Guinea";"2015";193
"Papoea-Nieuw-Guinea";"2016";203
"Papoea-Nieuw-Guinea";"2017";206
"Pitcairneilanden";"1997";0
"Pitcairneilanden";"1998";0
"Pitcairneilanden";"1999";0
"Pitcairneilanden";"2000";0
"Pitcairneilanden";"2001";0
"Pitcairneilanden";"2002";0
"Pitcairneilanden";"2003";0
"Pitcairneilanden";"2004";0
"Pitcairneilanden";"2005";0
"Pitcairneilanden";"2006";0
"Pitcairneilanden";"2007";0
"Pitcairneilanden";"2008";0
"Pitcairneilanden";"2009";0
"Pitcairneilanden";"2010";0
"Pitcairneilanden";"2011";0
"Pitcairneilanden";"2012";0
"Pitcairneilanden";"2013";0
"Pitcairneilanden";"2014";0
"Pitcairneilanden";"2015";0
"Pitcairneilanden";"2016";0
"Pitcairneilanden";"2017";0
"Salomonseilanden";"1997";19
"Salomonseilanden";"1998";26
"Salomonseilanden";"1999";26
"Salomonseilanden";"2000";21
"Salomonseilanden";"2001";21
"Salomonseilanden";"2002";21
"Salomonseilanden";"2003";24
"Salomonseilanden";"2004";24
"Salomonseilanden";"2005";25
"Salomonseilanden";"2006";27
"Salomonseilanden";"2007";27
"Salomonseilanden";"2008";28
"Salomonseilanden";"2009";29
"Salomonseilanden";"2010";30
"Salomonseilanden";"2011";29
"Salomonseilanden";"2012";29
"Salomonseilanden";"2013";30
"Salomonseilanden";"2014";29
"Salomonseilanden";"2015";30
"Salomonseilanden";"2016";30
"Salomonseilanden";"2017";29
"Samoa";"1997";17
"Samoa";"1998";21
"Samoa";"1999";20
"Samoa";"2000";21
"Samoa";"2001";21
